planet_name,host_star,Number_of_stars,Number_of_planets,discovery_method,Discover_year,Discovery_facility,orbit_period_days,planet_radius_earth,planet_mass_earth,Planet_temperature,Orbital_shape,Distance_from_host_star,Host_star_temp,Host_star_radius,Host_star_mass,Host_star_age,Distance_from_earth,planet_type,habitable_zone_flag,multi_planet_system,Recent_discovery,Distance_category,star_type,Orbit_category
Kepler-816 b,Kepler-816,1,1,Transit,2016.0,Kepler,10.506825646,10.24,74.5,668.0,0.0,0.0895,5286.0,0.85,0.9,4.17,983.697,Gas Giant,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-791 b,Kepler-791,1,1,Transit,2016.0,Kepler,14.5539759,3.05,9.53,939.0,0.0,0.1256,6383.0,1.47,1.3,2.24,1266.34,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-793 b,Kepler-793,1,1,Transit,2016.0,Kepler,4.24153639,1.37,2.45,1177.0,0.0,0.0491,5745.0,0.97,0.98,4.27,985.699,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,Microlensing,2016.0,OGLE,11.12522242,6.56,35.0,818.0,0.0,2.6,5546.0,0.9516899999999999,0.57,3.98,2600.0,Gas Giant,No,No,False,Distant(2k+pc),Unknown,Unknown
HD 42618 b,HD 42618,1,1,Radial Velocity,2016.0,Multiple Observatories,149.61,3.89,14.4,337.0,0.19,0.554,5727.0,0.999,1.015,3.72,24.3358,Neptune-like,Yes,No,False,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
Kepler-757 b,Kepler-757,1,1,Transit,2016.0,Kepler,1.022678821,1.36,2.42,1734.0,0.0,0.019,6014.0,1.13,1.08,3.31,1068.68,Super-Earth,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-759 b,Kepler-759,1,1,Transit,2016.0,Kepler,41.805985,2.27,5.77,533.0,0.0,0.2329,5860.0,1.04,1.04,3.89,1073.48,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-815 b,Kepler-815,1,1,Transit,2016.0,Kepler,8.57503552,4.11,15.8,1374.0,0.0,0.09473,5028.0,3.42,1.25,4.9,1259.28,Neptune-like,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
Kepler-790 b,Kepler-790,1,1,Transit,2016.0,Kepler,13.73469807,2.18,5.39,634.0,0.0,0.101,5208.0,0.8,0.84,4.9,703.168,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-787 b,Kepler-787,1,1,Transit,2016.0,Kepler,0.928310498,1.28,2.18,1115.0,0.0,0.0159,4248.0,0.62,0.65,3.39,503.568,Super-Earth,No,No,False,Far(500-2kpc),K-type,Ultra-Short(<1d)
TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,Radial Velocity,2016.0,McDonald Observatory,26.468,12.8,1716.282,1350.0,0.036,0.21,5130.0,6.26,1.87,1.35,477.516,Gas Giant,No,No,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-26 b,Kepler-26,1,4,Transit,2011.0,Kepler,12.28,2.78,5.12,431.0,0.021,0.08551,3914.0,0.512,0.544,2.95,335.307,Mini-Neptune,No,Yes,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-760 b,Kepler-760,1,2,Transit,2016.0,Kepler,8.70419416,3.06,9.59,748.0,0.0,0.08087,5322.0,0.85,0.89,4.57,792.336,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-502 b,Kepler-502,1,1,Transit,2016.0,Kepler,4.28686431,4.77,20.4,1217.0,0.0,0.0535,6125.0,1.22,1.15,3.09,1591.04,Neptune-like,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-812 b,Kepler-812,1,1,Transit,2016.0,Kepler,10.11716531,3.55,12.3,1163.0,0.0,0.1024,6761.0,1.71,1.45,1.66,1482.74,Neptune-like,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-811 b,Kepler-811,1,1,Transit,2016.0,Kepler,23.58447697,2.7,7.75,730.0,0.0,0.15911,5747.0,1.24,1.01,7.94,985.041,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-484 b,Kepler-484,1,1,Transit,2016.0,Kepler,10.045569313,2.28,5.82,766.0,0.0,0.09036,5668.0,0.87,0.96,1.48,382.136,Mini-Neptune,No,No,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Kepler-26 c,Kepler-26,1,4,Transit,2011.0,Kepler,17.2559,2.72,6.2,385.0,0.013,0.10725,3914.0,0.512,0.544,2.95,335.307,Mini-Neptune,Yes,Yes,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-474 b,Kepler-474,1,1,Transit,2016.0,Kepler,5.660672935,3.06,9.59,1115.0,0.0,0.06092,5785.0,1.08,0.99,6.76,841.496,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-768 b,Kepler-768,1,1,Transit,2016.0,Kepler,11.3910025,1.79,3.86,618.0,0.0,0.092,5108.0,0.78,0.82,4.57,784.56,Mini-Neptune,No,No,False,Far(500-2kpc),K-type,Medium(10-100d)
Kepler-810 b,Kepler-810,1,1,Transit,2016.0,Kepler,4.59725385,1.93,4.38,1105.0,0.0,0.055,5803.0,1.04,1.03,4.17,1458.59,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-827 b,Kepler-827,1,1,Transit,2016.0,Kepler,51.92927591,5.63,27.0,574.0,0.0,0.2742,5602.0,0.91,0.93,4.37,2046.68,Neptune-like,No,No,False,Distant(2k+pc),G-type(Sun-like),Medium(10-100d)
Kepler-458 c,KIC 9663113,1,2,Transit,2016.0,Kepler,20.74028413,4.2,16.4,798.0,0.0,0.17012,6117.21,2.21562,1.15,2.14,1594.74,Neptune-like,No,Yes,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-307 c,Kepler-307,1,2,Transit,2013.0,Kepler,13.0729,2.2,3.64,739.0,0.0,0.10896,5367.0,0.814,0.907,0.95,575.581,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-500 b,Kepler-500,1,1,Transit,2016.0,Kepler,8.508324398,2.58,7.18,909.0,0.0,0.08361,5813.0,1.03,1.02,4.37,807.48,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-806 b,Kepler-806,1,1,Transit,2016.0,Kepler,8.09219642,1.14,1.55,1089.0,0.0,0.07684,5770.0,1.16,0.99,7.76,361.896,Super-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-784 b,Kepler-784,1,2,Transit,2016.0,Kepler,31.5922646,1.58,3.12,688.0,0.0,0.22111,5674.0,1.32,1.0,9.12,1303.72,Super-Earth,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-831 b,Kepler-831,1,1,Transit,2016.0,Kepler,5.62153941,1.27,2.15,992.0,0.0,0.05984,5732.0,0.97,0.99,4.17,593.54,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-779 b,Kepler-779,2,1,Transit,2016.0,Kepler,7.09714223,0.92,0.721,425.0,0.0,0.0533,3804.0,0.44,0.46,3.89,283.155,Sub-Earth,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-803 b,Kepler-803,1,1,Transit,2016.0,Kepler,50.28638192,3.79,13.8,543.0,0.0,0.26721,5919.0,1.12,1.05,4.9,639.771,Neptune-like,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-802 b,Kepler-802,1,1,Transit,2016.0,Kepler,40.0587473,3.54,12.3,489.0,0.0,0.2265,5507.0,0.9,0.93,4.68,780.585,Neptune-like,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-830 b,Kepler-830,1,1,Transit,2016.0,Kepler,11.29695137,1.7,3.53,907.0,0.0,0.1033,6037.0,1.11,1.07,3.47,1122.0,Super-Earth,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-829 b,Kepler-829,1,1,Transit,2016.0,Kepler,6.88337562,2.11,5.1,857.0,0.0,0.0678,5698.0,0.97,0.98,4.68,1073.76,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-477 b,Kepler-477,2,1,Transit,2016.0,Kepler,11.11990653,2.07,4.94,649.0,0.0,0.0911,5240.0,0.79,0.87,2.09,367.0,Mini-Neptune,No,No,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Kepler-505 b,Kepler-505,1,1,Transit,2016.0,Kepler,27.52197994,2.6,7.27,314.0,0.0,0.1445,3931.0,0.53,0.55,3.16,283.41,Mini-Neptune,Yes,No,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-499 b,Kepler-499,1,1,Transit,2016.0,Kepler,5.632528453,2.17,5.35,844.0,0.0,0.0598,5312.0,0.83,0.87,4.57,556.726,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
HD 141399 b,HD 141399,1,4,Radial Velocity,2014.0,Multiple Observatories,94.44,14.3,143.34133,818.0,0.04,0.415,5600.0,1.387236,1.07,3.98,37.0169,Super-Jupiter,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
HD 141399 c,HD 141399,1,4,Radial Velocity,2014.0,Multiple Observatories,201.99,13.6,422.7139,818.0,0.048,0.689,5600.0,1.387236,1.07,3.98,37.0169,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
Kepler-745 b,Kepler-745,1,1,Transit,2016.0,Kepler,9.93143556,2.16,5.31,931.0,0.0,0.0915,5849.0,1.04,1.04,4.07,1780.38,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-848 b,Kepler-848,1,1,Transit,2016.0,Kepler,6.91134416,1.7,3.53,1086.0,0.0,0.07586,5695.0,1.2,1.01,8.32,1378.47,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-794 b,Kepler-794,1,1,Transit,2016.0,Kepler,11.13125132,2.11,5.1,952.0,0.0,0.10036,5839.0,1.38,1.19,4.07,931.192,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-796 b,Kepler-796,1,1,Transit,2016.0,Kepler,6.40087618,1.3,2.24,1109.0,0.0,0.07317,5475.0,1.09,0.93,11.75,817.584,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
HD 141399 e,HD 141399,1,4,Radial Velocity,2014.0,Multiple Observatories,5000.0,14.1,209.7678,818.0,0.26,5.0,5600.0,1.387236,1.07,3.98,37.0169,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
HD 108236 e,HD 108236,1,5,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),19.590025,3.083,9.71,636.0,0.058,0.1367,5660.0,0.877,0.869,6.7,64.5978,Mini-Neptune,No,Yes,True,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
TOI-1233.01,HD 108236,1,5,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),14.175685,2.539,6.98,708.0,0.055,0.1074,5660.0,0.877,0.869,6.7,64.5978,Mini-Neptune,No,Yes,True,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
HD 11506 c,HD 11506,1,3,Radial Velocity,2008.0,W. M. Keck Observatory,223.92,14.0,127.1313628,818.0,0.228,0.771,6123.0,1.24,1.22,2.5,51.261,Gas Giant,No,Yes,False,Nearby(<100pc),F-type,Long(100-365d)
Kepler-753 b,Kepler-753,1,1,Transit,2016.0,Kepler,5.747725012,1.91,4.31,641.0,0.0,0.054,4346.0,0.65,0.68,3.63,274.767,Mini-Neptune,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-752 b,Kepler-752,1,1,Transit,2016.0,Kepler,18.82747265,2.81,8.3,632.0,0.0,0.1353,5373.0,0.83,0.87,4.07,1232.29,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-846 b,Kepler-846,1,1,Transit,2016.0,Kepler,19.80792185,2.48,6.71,624.0,0.0,0.1399,5579.0,0.91,0.94,4.37,1127.12,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-845 b,Kepler-845,1,1,Transit,2016.0,Kepler,0.927859821,2.04,4.82,1361.0,0.0,0.01668,4913.0,0.75,0.79,4.79,431.051,Mini-Neptune,No,No,False,Mid(100-500pc),K-type,Ultra-Short(<1d)
Kepler-771 b,Kepler-771,1,1,Transit,2016.0,Kepler,8.73485836,1.82,3.97,890.0,0.0,0.0843,5906.0,1.05,1.03,3.72,1393.85,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-773 b,Kepler-773,1,1,Transit,2016.0,Kepler,3.749100061,1.43,2.63,1160.0,0.0,0.04682,5850.0,1.01,1.04,2.82,547.026,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-844 b,Kepler-844,1,1,Transit,2016.0,Kepler,2.613020856,1.68,3.46,713.0,0.0,0.0298,4128.0,0.57,0.59,3.8,431.776,Super-Earth,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-843 b,Kepler-843,1,1,Transit,2016.0,Kepler,2.053879821,2.59,7.22,1523.0,0.0,0.0313,5830.0,1.03,1.02,4.17,1165.66,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
HIP 74890 b,HIP 74890,1,1,Radial Velocity,2016.0,Multiple Observatories,822.3,13.3,762.792,818.0,0.07,2.1,4850.0,5.77,1.74,4.41,78.6562,Gas Giant,No,No,False,Nearby(<100pc),K-type,Very-Long(365d+)
TOI-663 d,TOI-663,1,3,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),7.1027268,1.92,5.2,482.0,0.0,0.0576,3681.0,0.512,0.514,3.98,64.2308,Mini-Neptune,No,Yes,True,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
Kepler-767 b,Kepler-767,1,1,Transit,2016.0,Kepler,161.5280101,6.64,35.7,366.0,0.0,0.5874,5694.0,0.94,0.96,4.07,2251.03,Gas Giant,Yes,No,False,Distant(2k+pc),G-type(Sun-like),Long(100-365d)
Kepler-774 b,Kepler-774,1,1,Transit,2016.0,Kepler,11.0895723,3.17,10.2,1422.0,0.0,0.1082,6403.0,2.42,1.57,2.14,917.804,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-841 b,Kepler-841,1,1,Transit,2016.0,Kepler,124.4198398,5.23,23.8,416.0,0.0,0.479,5324.0,0.81,0.85,4.47,998.961,Neptune-like,No,No,False,Far(500-2kpc),G-type(Sun-like),Long(100-365d)
Kepler-842 b,Kepler-842,1,1,Transit,2016.0,Kepler,1.21956827,1.6,3.19,1252.0,0.0,0.0204,4848.0,0.73,0.78,4.37,532.726,Super-Earth,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
Kepler-839 b,Kepler-839,1,1,Transit,2016.0,Kepler,37.8144514,2.57,7.13,626.0,0.0,0.2316,6058.0,1.31,1.22,2.82,944.561,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
TOI-2374 b,TOI-2374,1,1,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),4.31361,6.81,56.64,885.0,0.13,0.0471,4802.0,0.69,0.75,4.1,134.655,Gas Giant,No,No,True,Mid(100-500pc),K-type,Short(1-10d)
TOI-3071 b,TOI-3071,1,1,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.266938,7.16,68.2,2155.0,0.09,0.0249,6177.0,1.31,1.29,0.95,485.219,Gas Giant,No,No,True,Mid(100-500pc),F-type,Short(1-10d)
HD 133131 A b,HD 133131 A,2,3,Radial Velocity,2016.0,Las Campanas Observatory,649.0,13.6,451.3186,818.0,0.33,1.44,5799.0,0.955014,0.95,9.7,51.4736,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
Kepler-770 b,Kepler-770,1,3,Transit,2016.0,Kepler,18.92540274,2.3,5.9,1171.0,0.0,0.1694,5598.0,0.92,0.94,4.57,930.457,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-769 b,Kepler-769,1,2,Transit,2016.0,Kepler,7.42608998,2.92,8.85,1037.0,0.0,0.0778,6186.0,1.28,1.19,2.88,1169.57,Mini-Neptune,No,Yes,False,Far(500-2kpc),F-type,Short(1-10d)
HD 133131 B b,HD 133131 B,2,3,Radial Velocity,2016.0,Las Campanas Observatory,5769.0,13.3,794.575,818.0,0.61,6.15,5805.0,0.989538,0.93,9.7,51.2993,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
TOI-5082.01,TOI-5082,1,1,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),4.240122,2.54811,7.03,1164.91,0.0,0.051204842,5670.0,0.93,0.99665,3.98,43.1406,Mini-Neptune,No,No,True,Nearby(<100pc),G-type(Sun-like),Short(1-10d)
Kepler-744 b,Kepler-744,1,1,Transit,2016.0,Kepler,12.06222443,1.62,3.26,750.0,0.0,0.09735,5594.0,0.93,0.94,5.13,449.964,Super-Earth,No,No,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Kepler-765 b,Kepler-765,1,1,Transit,2016.0,Kepler,27.6655226,2.43,6.48,641.0,0.0,0.1754,5901.0,1.06,1.05,3.72,1076.28,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-834 b,Kepler-834,1,1,Transit,2016.0,Kepler,13.32388301,2.02,4.74,378.0,0.0,0.0862,4554.0,0.66,0.7,2.69,633.937,Mini-Neptune,Yes,No,False,Far(500-2kpc),K-type,Medium(10-100d)
Kepler-832 b,Kepler-832,1,1,Transit,2016.0,Kepler,7.1396941,2.06,4.9,965.0,0.0,0.075,5596.0,0.9,0.92,4.37,1688.12,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
HD 73344 b,HD 73344,1,3,Transit,2024.0,K2,15.611,2.884,10.48,911.0,0.03,0.131,6252.6,1.22,1.2,1.15,35.26,Mini-Neptune,No,Yes,True,Nearby(<100pc),F-type,Medium(10-100d)
TOI-4527.01,TOI-4527,1,1,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),0.3994445,0.9086617,0.689,1362.93,0.0,0.008332353,3702.0,0.485948,0.483901,3.98,18.1037,Sub-Earth,No,No,True,Nearby(<100pc),K-type,Ultra-Short(<1d)
BD-14 3065 b,BD-14 3065 A,3,1,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),4.2889731,21.59,3932.0,2001.0,0.066,0.0656,6935.0,2.35,1.41,2.24,589.423,Super-Jupiter,No,No,True,Far(500-2kpc),F-type,Short(1-10d)
Kepler-912 b,Kepler-912,1,1,Transit,2016.0,Kepler,2.534756273,2.8,8.25,1218.0,0.0,0.0339,5998.0,1.11,1.07,3.16,2004.72,Mini-Neptune,No,No,False,Distant(2k+pc),G-type(Sun-like),Short(1-10d)
Kepler-1017 b,Kepler-1017,1,1,Transit,2016.0,Kepler,7.23400469,1.99,4.62,831.0,0.0,0.07196,5473.0,0.87,0.93,2.95,552.058,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-980 b,Kepler-980,1,1,Transit,2016.0,Kepler,11.55102504,2.67,7.61,845.0,0.0,0.09993,5935.0,1.06,1.05,3.55,961.468,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-983 b,Kepler-983,1,1,Transit,2016.0,Kepler,60.0855082,2.36,6.17,485.0,0.0,0.3148,6052.0,1.08,1.13,1.41,714.437,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-870 b,Kepler-870,1,1,Transit,2016.0,Kepler,21.3587621,2.78,8.15,691.0,0.0,0.1539,5857.0,1.02,1.01,3.8,1259.46,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-869 b,Kepler-869,1,1,Transit,2016.0,Kepler,40.4287755,3.61,12.7,494.0,0.0,0.2244,5664.0,0.95,0.97,4.79,939.455,Neptune-like,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-913 b,Kepler-913,1,2,Transit,2016.0,Kepler,10.29672521,2.06,4.9,1129.0,0.0,0.1009,4687.0,0.61,0.63,5.62,991.618,Mini-Neptune,No,Yes,False,Far(500-2kpc),K-type,Medium(10-100d)
Kepler-910 b,Kepler-910,1,1,Transit,2016.0,Kepler,2.364369015,0.82,0.477,1752.0,0.0,0.03752,6230.0,1.5,1.26,3.39,400.289,Sub-Earth,No,No,False,Mid(100-500pc),F-type,Short(1-10d)
Kepler-964 b,Kepler-964,1,1,Transit,2016.0,Kepler,13.5225106,2.12,5.14,652.0,0.0,0.1073,5427.0,0.84,0.93,1.91,454.626,Mini-Neptune,No,No,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
Kepler-963 b,Kepler-963,1,2,Transit,2016.0,Kepler,9.97683705,2.66,7.56,802.0,0.0,0.0849,5461.0,0.87,0.91,4.07,771.494,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-866 b,Kepler-866,1,1,Transit,2016.0,Kepler,2.617032536,1.63,3.29,996.0,0.0,0.0331,4751.0,0.71,0.75,4.27,646.667,Super-Earth,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
Kepler-865 b,Kepler-865,1,2,Transit,2016.0,Kepler,14.16399294,2.49,6.76,694.0,0.0,0.1057,5570.0,0.92,0.93,4.27,586.137,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-915 b,Kepler-915,1,1,Transit,2016.0,Kepler,4.59489604,1.5,2.86,1319.0,0.0,0.05655,6173.0,1.38,1.21,3.39,849.036,Super-Earth,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-914 b,Kepler-914,1,1,Transit,2016.0,Kepler,4.40966548,1.38,2.48,1192.0,0.0,0.05454,5877.0,1.15,1.1,3.98,753.723,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-1051 b,Kepler-1051,1,1,Transit,2016.0,Kepler,25.96200249,3.4,11.5,850.0,0.0,0.18395,6675.0,1.73,1.43,1.74,829.343,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-1058 b,Kepler-1058,1,1,Transit,2016.0,Kepler,110.96546,2.72,7.85,239.0,0.0,0.3679,4644.0,0.69,0.73,3.39,491.997,Mini-Neptune,Yes,No,False,Mid(100-500pc),K-type,Long(100-365d)
Kepler-864 b,Kepler-864,1,2,Transit,2016.0,Kepler,5.83376092,2.4,6.35,1143.0,0.0,0.0687,5754.0,1.0,1.0,4.68,2022.9,Mini-Neptune,No,Yes,False,Distant(2k+pc),G-type(Sun-like),Short(1-10d)
Kepler-863 b,Kepler-863,1,1,Transit,2016.0,Kepler,15.59461874,2.9,8.75,718.0,0.0,0.122,5678.0,0.95,0.96,3.8,1499.66,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-923 b,Kepler-923,1,1,Transit,2016.0,Kepler,6.93366476,1.38,2.48,1104.0,0.0,0.07592,5988.0,1.26,1.11,4.68,1000.28,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-916 b,Kepler-916,1,1,Transit,2016.0,Kepler,32.2968798,1.76,3.75,503.0,0.0,0.1885,5248.0,0.81,0.85,4.79,830.712,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-950 b,Kepler-950,1,1,Transit,2016.0,Kepler,98.7180406,8.98,59.6,360.0,0.0,0.3982,5857.0,1.02,1.02,3.8,2161.6,Gas Giant,Yes,No,False,Distant(2k+pc),G-type(Sun-like),Medium(10-100d)
Kepler-1029 b,Kepler-1029,1,1,Transit,2016.0,Kepler,4.417696479,1.26,2.13,790.0,0.0,0.047,5030.0,0.77,0.82,4.07,366.656,Super-Earth,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-958 b,Kepler-958,1,1,Transit,2016.0,Kepler,9.7678805,2.06,4.9,749.0,0.0,0.08631,5421.0,0.86,0.91,4.37,449.773,Mini-Neptune,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-861 b,Kepler-861,1,1,Transit,2016.0,Kepler,3.949631375,2.28,5.82,966.0,0.0,0.0463,5047.0,0.78,0.82,4.47,850.327,Mini-Neptune,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
Kepler-862 b,Kepler-862,1,1,Transit,2016.0,Kepler,3.148664534,2.21,5.52,1097.0,0.0,0.039,5333.0,0.84,0.88,4.79,1039.03,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-927 b,Kepler-927,1,1,Transit,2016.0,Kepler,9.1149903,1.72,3.61,906.0,0.0,0.0866,5743.0,0.99,0.99,4.37,831.685,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-962 b,Kepler-962,1,1,Transit,2016.0,Kepler,12.05707239,1.97,4.54,689.0,0.0,0.09874,5478.0,0.86,0.93,2.4,411.486,Mini-Neptune,No,No,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
TOI-1855 b,TOI-1855,1,1,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.36414864,18.49481816,360.09958513,1701.0,0.033,0.02398,5359.0,1.041,0.987,8.2,176.833,Super-Jupiter,No,No,True,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-930 b,Kepler-930,1,1,Transit,2016.0,Kepler,71.4517775,2.13,5.18,561.0,0.0,0.34593,6335.0,1.4,1.25,2.34,848.396,Mini-Neptune,No,No,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-929 b,Kepler-929,1,1,Transit,2016.0,Kepler,0.921032135,1.11,1.41,2362.0,0.0,0.01982,5869.0,1.02,1.01,3.47,1311.23,Super-Earth,No,No,False,Far(500-2kpc),G-type(Sun-like),Ultra-Short(<1d)
Kepler-952 b,Kepler-952,1,1,Transit,2016.0,Kepler,130.3546919,7.65,45.4,369.0,0.0,0.5183,5730.0,0.99,1.0,4.27,1304.25,Gas Giant,Yes,No,False,Far(500-2kpc),G-type(Sun-like),Long(100-365d)
Kepler-965 b,Kepler-965,1,1,Transit,2016.0,Kepler,134.2527298,3.38,11.4,393.0,0.0,0.50998,5886.0,1.15,1.05,5.5,582.828,Mini-Neptune,Yes,No,False,Far(500-2kpc),G-type(Sun-like),Long(100-365d)
Kepler-979 b,Kepler-979,1,1,Transit,2016.0,Kepler,8.0880135,2.72,7.85,792.0,0.0,0.0753,5310.0,0.83,0.87,4.57,576.503,Mini-Neptune,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
